run_id,displayTitle,workflowName,headBranch,conclusion,createdAt,url
17756469887,".github/workflows/docs.yml",".github/workflows/docs.yml","","failure","2025-09-16T06:14:27Z","https://github.com/Yinhang3377/Nova/actions/runs/17756469887"
17756428994,"ci(docs): fix duplicate top-level blocks in workflows to avoid duplic鈥?,".github/workflows/docs.yml","main","failure","2025-09-16T06:12:33Z","https://github.com/Yinhang3377/Nova/actions/runs/17756428994"
17756326611,"Merge pull request #9 from Yinhang3377/chore/cleanup-debug-artifacts",".github/workflows/docs.yml","main","failure","2025-09-16T06:08:02Z","https://github.com/Yinhang3377/Nova/actions/runs/17756326611"
17756326773,"Merge pull request #9 from Yinhang3377/chore/cleanup-debug-artifacts","Docs smoke test","main","failure","2025-09-16T06:08:02Z","https://github.com/Yinhang3377/Nova/actions/runs/17756326773"
17755779374,"chore(docs): remove pageinfo.json",".github/workflows/docs.yml","chore/cleanup-debug-artifacts","failure","2025-09-16T05:39:04Z","https://github.com/Yinhang3377/Nova/actions/runs/17755779374"
17755779472,"chore(docs): remove pageinfo.json","Docs smoke test","chore/cleanup-debug-artifacts","failure","2025-09-16T05:39:04Z","https://github.com/Yinhang3377/Nova/actions/runs/17755779472"
17755778711,"chore(docs): remove poll-pages.log",".github/workflows/docs.yml","chore/cleanup-debug-artifacts","failure","2025-09-16T05:39:03Z","https://github.com/Yinhang3377/Nova/actions/runs/17755778711"
17755778823,"chore(docs): remove poll-pages.log","Docs smoke test","chore/cleanup-debug-artifacts","failure","2025-09-16T05:39:03Z","https://github.com/Yinhang3377/Nova/actions/runs/17755778823"
17755776169,"chore(docs): ignore debug artifacts","Docs smoke test","chore/cleanup-debug-artifacts","failure","2025-09-16T05:38:55Z","https://github.com/Yinhang3377/Nova/actions/runs/17755776169"
17755776088,"chore(docs): ignore debug artifacts",".github/workflows/docs.yml","chore/cleanup-debug-artifacts","failure","2025-09-16T05:38:54Z","https://github.com/Yinhang3377/Nova/actions/runs/17755776088"
17755764398,"Merge pull request #8 from Yinhang3377/docs/add-smoke-test-dispatch","Docs smoke test","main","failure","2025-09-16T05:38:20Z","https://github.com/Yinhang3377/Nova/actions/runs/17755764398"
17755764230,"Merge pull request #8 from Yinhang3377/docs/add-smoke-test-dispatch",".github/workflows/docs.yml","main","failure","2025-09-16T05:38:19Z","https://github.com/Yinhang3377/Nova/actions/runs/17755764230"
17755718050,"Merge pull request #8 from Yinhang3377/docs/add-smoke-test-dispatch",".github/workflows/docs.yml","main","failure","2025-09-16T05:35:50Z","https://github.com/Yinhang3377/Nova/actions/runs/17755718050"
17755717873,"Merge pull request #8 from Yinhang3377/docs/add-smoke-test-dispatch","Docs smoke test","main","failure","2025-09-16T05:35:49Z","https://github.com/Yinhang3377/Nova/actions/runs/17755717873"
17755631134,"ci(docs): add workflow_dispatch to smoke-test (manual run)","Docs smoke test","docs/add-smoke-test-dispatch","failure","2025-09-16T05:31:15Z","https://github.com/Yinhang3377/Nova/actions/runs/17755631134"
17755631229,"ci(docs): add workflow_dispatch to smoke-test (manual run)",".github/workflows/docs.yml","docs/add-smoke-test-dispatch","failure","2025-09-16T05:31:15Z","https://github.com/Yinhang3377/Nova/actions/runs/17755631229"
17755380342,"ci: enable allow_empty_commit for gh-pages deploy (force update)","Docs smoke test","main","failure","2025-09-16T05:17:47Z","https://github.com/Yinhang3377/Nova/actions/runs/17755380342"
17755380254,"ci: enable allow_empty_commit for gh-pages deploy (force update)",".github/workflows/docs.yml","main","failure","2025-09-16T05:17:46Z","https://github.com/Yinhang3377/Nova/actions/runs/17755380254"
17755361121,"ci: enable allow_empty_commit for gh-pages deploy (update via API)",".github/workflows/docs.yml","main","failure","2025-09-16T05:16:44Z","https://github.com/Yinhang3377/Nova/actions/runs/17755361121"
17755361231,"ci: enable allow_empty_commit for gh-pages deploy (update via API)","Docs smoke test","main","failure","2025-09-16T05:16:44Z","https://github.com/Yinhang3377/Nova/actions/runs/17755361231"
17755336333,"Merge pull request #7 from Yinhang3377/docs/add-smoke-test-issue","Docs smoke test","main","failure","2025-09-16T05:15:27Z","https://github.com/Yinhang3377/Nova/actions/runs/17755336333"
17755336617,"Merge pull request #7 from Yinhang3377/docs/add-smoke-test-issue",".github/workflows/docs.yml","main","failure","2025-09-16T05:15:27Z","https://github.com/Yinhang3377/Nova/actions/runs/17755336617"
17755217849,"Merge pull request #7 from Yinhang3377/docs/add-smoke-test-issue",".github/workflows/docs.yml","main","failure","2025-09-16T05:09:04Z","https://github.com/Yinhang3377/Nova/actions/runs/17755217849"
17755217942,"Merge pull request #7 from Yinhang3377/docs/add-smoke-test-issue","Docs smoke test","main","failure","2025-09-16T05:09:04Z","https://github.com/Yinhang3377/Nova/actions/runs/17755217942"
17755182389,"ci(docs): add smoke-test that files an issue on failure",".github/workflows/docs.yml","docs/add-smoke-test-issue","failure","2025-09-16T05:07:09Z","https://github.com/Yinhang3377/Nova/actions/runs/17755182389"
17755182490,"ci(docs): add smoke-test that files an issue on failure","Docs smoke test","docs/add-smoke-test-issue","failure","2025-09-16T05:07:09Z","https://github.com/Yinhang3377/Nova/actions/runs/17755182490"
17755102332,"Merge pull request #6 from Yinhang3377/docs/fix-mkdocs-nav-index",".github/workflows/docs.yml","main","failure","2025-09-16T05:02:51Z","https://github.com/Yinhang3377/Nova/actions/runs/17755102332"
17755102406,"Merge pull request #6 from Yinhang3377/docs/fix-mkdocs-nav-index","Docs smoke test","main","failure","2025-09-16T05:02:51Z","https://github.com/Yinhang3377/Nova/actions/runs/17755102406"
17755072095,"docs: add index.md and include MIGRATION in nav to fix mkdocs warnings","Docs smoke test","docs/fix-mkdocs-nav-index","failure","2025-09-16T05:01:14Z","https://github.com/Yinhang3377/Nova/actions/runs/17755072095"
17755072010,"docs: add index.md and include MIGRATION in nav to fix mkdocs warnings",".github/workflows/docs.yml","docs/fix-mkdocs-nav-index","failure","2025-09-16T05:01:13Z","https://github.com/Yinhang3377/Nova/actions/runs/17755072010"
17754967363,"Merge pull request #5 from Yinhang3377/docs/nav-and-badge",".github/workflows/docs.yml","main","failure","2025-09-16T04:54:03Z","https://github.com/Yinhang3377/Nova/actions/runs/17754967363"
17754963478,"docs: add GH-PAGES nav entry and site badge",".github/workflows/docs.yml","docs/nav-and-badge","failure","2025-09-16T04:53:46Z","https://github.com/Yinhang3377/Nova/actions/runs/17754963478"
17754931853,"Merge pull request #4 from Yinhang3377/docs/add-gh-pages-readme",".github/workflows/docs.yml","main","failure","2025-09-16T04:51:39Z","https://github.com/Yinhang3377/Nova/actions/runs/17754931853"
17754913210,"docs: add gh-pages README to docs source",".github/workflows/docs.yml","docs/add-gh-pages-readme","failure","2025-09-16T04:50:29Z","https://github.com/Yinhang3377/Nova/actions/runs/17754913210"
17753957651,"ci(docs): ensure deploy uses PAGES_TOKEN when available, give content鈥?,".github/workflows/docs.yml","main","failure","2025-09-16T03:52:41Z","https://github.com/Yinhang3377/Nova/actions/runs/17753957651"
17753944952,"ci(docs): use personal_token for actions-gh-pages (allow PAGES_TOKEN 鈥?,"Publish MkDocs to gh-pages","main","failure","2025-09-16T03:51:45Z","https://github.com/Yinhang3377/Nova/actions/runs/17753944952"
17753944815,"ci(docs): use personal_token for actions-gh-pages (allow PAGES_TOKEN 鈥?,".github/workflows/docs.yml","main","failure","2025-09-16T03:51:44Z","https://github.com/Yinhang3377/Nova/actions/runs/17753944815"
17753909326,"ci(docs): add publish-docs workflow to build and deploy MkDocs to gh-鈥?,"Publish MkDocs to gh-pages","main","failure","2025-09-16T03:49:25Z","https://github.com/Yinhang3377/Nova/actions/runs/17753909326"
17753909182,"ci(docs): add publish-docs workflow to build and deploy MkDocs to gh-鈥?,".github/workflows/docs.yml","main","failure","2025-09-16T03:49:24Z","https://github.com/Yinhang3377/Nova/actions/runs/17753909182"
17753859982,"Set GitHub Pages to gh-pages","Set GitHub Pages to gh-pages","main","failure","2025-09-16T03:46:17Z","https://github.com/Yinhang3377/Nova/actions/runs/17753859982"
17753857910,"chore(gh-pages): add minimal index.html for GitHub Pages",".github/workflows/docs.yml","gh-pages","failure","2025-09-16T03:46:06Z","https://github.com/Yinhang3377/Nova/actions/runs/17753857910"
17753697594,"ci: allow PAGES_TOKEN secret fallback for Pages API auth",".github/workflows/docs.yml","main","failure","2025-09-16T03:36:10Z","https://github.com/Yinhang3377/Nova/actions/runs/17753697594"
17753684125,"Set GitHub Pages to gh-pages","Set GitHub Pages to gh-pages","main","failure","2025-09-16T03:35:19Z","https://github.com/Yinhang3377/Nova/actions/runs/17753684125"
17753681753,"ci: grant pages: write permission for Pages REST API",".github/workflows/docs.yml","main","failure","2025-09-16T03:35:11Z","https://github.com/Yinhang3377/Nova/actions/runs/17753681753"
17753667395,"Set GitHub Pages to gh-pages","Set GitHub Pages to gh-pages","main","failure","2025-09-16T03:34:16Z","https://github.com/Yinhang3377/Nova/actions/runs/17753667395"
17753663700,"ci: use REST API curl to set Pages source and print response",".github/workflows/docs.yml","main","failure","2025-09-16T03:34:03Z","https://github.com/Yinhang3377/Nova/actions/runs/17753663700"
17753621406,"Set GitHub Pages to gh-pages","Set GitHub Pages to gh-pages","main","failure","2025-09-16T03:31:23Z","https://github.com/Yinhang3377/Nova/actions/runs/17753621406"
17753607725,"Set GitHub Pages to gh-pages","Set GitHub Pages to gh-pages","main","failure","2025-09-16T03:30:37Z","https://github.com/Yinhang3377/Nova/actions/runs/17753607725"
17753240260,"Set GitHub Pages to gh-pages","Set GitHub Pages to gh-pages","main","failure","2025-09-16T03:09:47Z","https://github.com/Yinhang3377/Nova/actions/runs/17753240260"
17752774075,"Set GitHub Pages to gh-pages","Set GitHub Pages to gh-pages","main","failure","2025-09-16T02:41:39Z","https://github.com/Yinhang3377/Nova/actions/runs/17752774075"
17752759654,"Merge pull request #2 from Yinhang3377/docs/migrate-readmes",".github/workflows/docs.yml","main","failure","2025-09-16T02:40:46Z","https://github.com/Yinhang3377/Nova/actions/runs/17752759654"
17751252880,"ci: fix workflow - use actions-rs/toolchain and remove duplicate chec鈥?,".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T01:12:03Z","https://github.com/Yinhang3377/Nova/actions/runs/17751252880"
17751192889,"ci: replace CI with minimal Rust workflow (setup-rust + apt deps + ca鈥?,"CI","docs/migrate-readmes","failure","2025-09-16T01:08:30Z","https://github.com/Yinhang3377/Nova/actions/runs/17751192889"
17751192952,"ci: replace CI with minimal Rust workflow (setup-rust + apt deps + ca鈥?,".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T01:08:30Z","https://github.com/Yinhang3377/Nova/actions/runs/17751192952"
17750764447,"fix(cli): collapse else-if per clippy suggestion",".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T00:42:14Z","https://github.com/Yinhang3377/Nova/actions/runs/17750764447"
17750746134,"docs: migrate README & CONTRIBUTING into MkDocs site","CI","docs/migrate-readmes","failure","2025-09-16T00:41:06Z","https://github.com/Yinhang3377/Nova/actions/runs/17750746134"
17750745575,"style: apply rustfmt formatting to storage stubs",".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T00:41:04Z","https://github.com/Yinhang3377/Nova/actions/runs/17750745575"
17750687524,"docs: migrate README & CONTRIBUTING into MkDocs site","CI","docs/migrate-readmes","failure","2025-09-16T00:37:36Z","https://github.com/Yinhang3377/Nova/actions/runs/17750687524"
17750687002,"ci: add Default derive to storage stubs to satisfy clippy",".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T00:37:35Z","https://github.com/Yinhang3377/Nova/actions/runs/17750687002"
17750573718,"docs: migrate README & CONTRIBUTING into MkDocs site","CI","docs/migrate-readmes","failure","2025-09-16T00:30:59Z","https://github.com/Yinhang3377/Nova/actions/runs/17750573718"
17750572909,"ci(docs): fix workflow YAML (remove fences/duplicates)",".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T00:30:57Z","https://github.com/Yinhang3377/Nova/actions/runs/17750572909"
17750346683,"docs: migrate README & CONTRIBUTING into MkDocs site","CI","docs/migrate-readmes","failure","2025-09-16T00:18:31Z","https://github.com/Yinhang3377/Nova/actions/runs/17750346683"
17750345970,"style: apply rustfmt fixes",".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T00:18:29Z","https://github.com/Yinhang3377/Nova/actions/runs/17750345970"
17750284603,"docs: migrate README & CONTRIBUTING into MkDocs site","CI","docs/migrate-readmes","failure","2025-09-16T00:15:14Z","https://github.com/Yinhang3377/Nova/actions/runs/17750284603"
17750283964,"docs(ci): add link-check & spell-check, badge, and admin checklist",".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T00:15:12Z","https://github.com/Yinhang3377/Nova/actions/runs/17750283964"
17750243578,"docs: migrate README & CONTRIBUTING into MkDocs site","CI","docs/migrate-readmes","failure","2025-09-16T00:12:59Z","https://github.com/Yinhang3377/Nova/actions/runs/17750243578"
17750242961,"ci(docs): grant contents write permission and checkout full history",".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T00:12:57Z","https://github.com/Yinhang3377/Nova/actions/runs/17750242961"
17750147342,"docs: migrate README & CONTRIBUTING into MkDocs site","CI","docs/migrate-readmes","failure","2025-09-16T00:07:48Z","https://github.com/Yinhang3377/Nova/actions/runs/17750147342"
17750143866,"docs: migrate README & CONTRIBUTING into mkdocs site",".github/workflows/docs.yml","docs/migrate-readmes","failure","2025-09-16T00:07:37Z","https://github.com/Yinhang3377/Nova/actions/runs/17750143866"
